name,original_names,services,location_count,brand,state,city,address,postcode,lat,lon,phone,website,opening_hours,type,id
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Dallas,4122 Lyndon B Johnson Freeway,75244,32.92203546190477,-96.84041925714286,+1 972-980-2195,https://www.walmart.com/store/2105-dallas-tx,24/7,way,467536601
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Farmers Branch,13100 Josey Lane,75234,32.92340834615384,-96.88006160769234,+1 972-656-2282,https://www.walmart.com/store/5624-farmers-branch-tx,Mo-Su 06:00-24:00,way,643590096
Walmart Auto Center,Walmart Auto Center; Walmart Supercenter,Auto Care; Supercenter,2,,,,,,32.9300302,-97.1019411,,,,node,11139452711
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,TX,Fort Worth,5336 Golden Triangle Boulevard,76244,32.93107900666667,-97.26713447333331,+1 817-898-6122,https://www.walmart.com/store/2834-fort-worth-tx,Mo-Su 06:00-24:00,way,788861230
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Garland,101 West Buckingham Road,75040,32.93200745384615,-96.63170461538462,+1 469-304-3399,https://www.walmart.com/store/2433-garland-tx,Mo-Su 06:00-24:00,way,645425946
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart Neighborhood Market,TX,Richardson,1501 Buckingham Road,75081,32.932547199999995,-96.69736707272727,+1 972-235-9389,https://www.walmart.com/store/2974-richardson-tx,Mo-Su 06:00-24:00,way,597902001
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Dallas,15220 Montfort Road,75248,32.95869314358974,-96.81641242051282,+1 972-233-0438,https://www.walmart.com/store/3406-dallas-tx,24/7,way,375758273
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Garland,5302 North Garland Avenue,75040,32.96271307586207,-96.64252632068964,+1 972-496-2711,https://www.walmart.com/store/1055-garland-tx,24/7,way,131157171
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Dallas,15757 Coit Road,75248,32.96335005294117,-96.77031025882351,+1 972-235-0681,https://www.walmart.com/store/8930-dallas-tx,Mo-Su 06:00-01:00,way,457256507
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Haslet,2401 Avondale Haslet Road,76052,32.967645552173906,-97.41154675217396,+1 817-302-1724,https://www.walmart.com/store/5764-fort-worth-tx,24/7,way,510278118
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Stamford,2614 North Swenson Street,79553,32.97215300909091,-99.79934836363635,+1 325-773-2775,https://www.walmart.com/store/1257/stamford-tx,24/7,way,1313123779
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Sachse,6750 Murphy Road,75048,32.983098022222215,-96.61185703333334,+1 469-366-3942,https://www.walmart.com/store/6851-sachse-tx,06:00-23:00,way,710271353
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Carrollton,1213 East Trinity Mills Road,75006,32.98599765384614,-96.90605481538462,+1 972-466-2228,https://www.walmart.com/store/1216-carrollton-tx,24/7,way,423752549
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Sachse,8015 Woodbridge Parkway,75048,32.991618596428566,-96.5743988642857,+1 469-440-0290,https://www.walmart.com/store/5673-sachse-tx,24/7,way,495947118
Walmart Auto Care Centers,Walmart Auto Care Centers; Walmart Supercenter,Auto Care; Supercenter,2,,,,,,32.9949157,-96.8587762,,,,node,10806569109
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lewisville,190 East Round Grove Road,75067,33.00059298064516,-96.99126703870968,+1 972-315-3398,https://www.walmart.com/store/5092-lewisville-tx,Mo-Su 06:00-23:00; PH closed,way,592779198
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Plano,425 Coit Road,75075,33.003996265217395,-96.77170001304346,+1 972-599-1650,https://www.walmart.com/store/3482-plano-tx,24/7,way,572186480
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Murphy,115 FM 544,75094,33.01369461200001,-96.61488032000004,+1 972-633-0257,https://www.walmart.com/store/2973-murphy-tx,Mo-Su 06:00-23:00,way,876360431
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,TX,Roanoke,1228 North US Highway 377,76262,33.01412262068965,-97.21726379310348,+1 682-831-9338,https://www.walmart.com/store/5247-roanoke-tx,24/7,way,492668199
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Flower Mound,2800 Flower Mound Road,75022,33.01599162941176,-97.07195608235293,+1 972-538-0355,https://www.walmart.com/store/5963-flower-mound-tx,Mo-Su 06:00-24:00,way,707940460
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Carrollton,4025 Old Denton Road,75007,33.01799727058824,-96.91605942352942,+1 469-557-7714,https://www.walmart.com/store/3198-carrollton-tx,Mo-Su 06:00-24:00,way,423752488
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Plano,1700 Dallas Parkway,75093,33.02465929629629,-96.82800226296295,+1 972-931-9846,https://www.walmart.com/store/2086-plano-tx,24/7,way,221923132
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Plano,3513 East Park Boulevard,75074,33.032445468421045,-96.6666840842105,+1 469-304-3143,https://www.walmart.com/store/3199-plano-tx,Mo-Su 06:00-24:00,way,665711722
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Wylie,1400 McCreary Road,75098,33.034420764705885,-96.59352918823528,+1 972-202-4007,https://www.walmart.com/store/6078-wylie-tx,Mo-Su 06:00-23:00,way,1270293580
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Plano,3100 Custer Road,75075,33.0395059,-96.73133949375,+1 972-244-6714,https://www.walmart.com/store/5657-plano-tx,Mo-Su 06:00-24:00,way,305868883
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Plano,3312 Preston Road,75093,33.043706885714286,-96.79226605238097,+1 469-304-3375,https://www.walmart.com/store/4182-plano-tx,Mo-Su 06:00-24:00,way,659126600
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lewisville,801 West Main Street,75067,33.0470303892857,-97.01421752142858,+1 972-436-3099,https://www.walmart.com/store/217-lewisville-tx,24/7,way,588823094
Walmart Grab & Go,Walmart Grab & Go,General Store,1,Walmart,,,,,33.0551604,-96.7696359,,https://www.walmart.com/store/997-plano-tx,,node,10968126915
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Plano,6000 Coit Road,75023,33.055531384000005,-96.76782577199998,+1 972-612-9637,https://www.walmart.com/store/2926-plano-tx,24/7,way,289960776
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Plano,6001 North Central Expressway,75023,33.0564730275862,-96.69818338965518,+1 972-422-3000,https://www.walmart.com/store/1117-plano-tx,24/7,way,222842830
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lewisville,4691 State Highway 121,75056,33.06718677777778,-96.89189278333336,+1 972-625-6000,https://www.walmart.com/store/426-colony-tx,Mo-Su 06:00-23:00,way,422101357
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Lewisville,1515 Justin Road,75077,33.07290785,-97.03825424166666,+1 972-966-6215,https://www.walmart.com/store/3287-lewisville-tx,Mo-Su 07:00-23:00,way,665351319
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Highland Village,3060 Justin Road,75077,33.076726910937495,-97.07798976093754,+1 972-317-4951,https://www.walmart.com/store/4240-highland-village-tx,24/7,way,481306777
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Graham,2121 State Highway 16 South,76450,33.082522360000006,-98.58098984,+1 940-549-7714,https://www.walmart.com/store/353-graham-tx,24/7,way,734238225
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Plano,8040 Independence Parkway,75025,33.08695400526316,-96.74807708947368,+1 972-396-6401,https://www.walmart.com/store/2995-plano-tx,Mo-Su 06:00-24:00,way,518440845
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lucas,2662 West Lucas Road,75002,33.088379499999995,-96.618708636,+1 469-675-8801,https://www.walmart.com/store/5672-lucas-tx,24/7,way,517747118
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Plano,8801 Ohio Drive,75024,33.09752123225805,-96.79951961935484,+1 972-731-9576,https://www.walmart.com/store/2883-plano-tx,24/7,way,259565922
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Allen,1520 East Exchange Parkway,75002,33.11390371,-96.62970517,+1 214-547-8579,https://www.walmart.com/store/3574-allen-tx,Mo-Su 06:00-24:00,way,393943046
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Allen,730 West Exchange Parkway,75013,33.119624860975605,-96.67239374634146,+1 972-649-0356,https://www.walmart.com/store/2918-allen-tx,24/7,way,372840367
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Frisco,16066 State Highway 121,75035,33.12807368461539,-96.73651803846155,+1 469-675-1684,https://www.walmart.com/store/202-frisco-tx,Mo-Su 06:00-01:00,way,547957498
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Hickory Creek,1035 Hickory Creek Boulevard,75065,33.12809202068966,-97.04605127931032,+1 940-321-5363,https://www.walmart.com/store/3286-hickory-creek-tx,24/7,way,651735514
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,TX,Frisco,355 Stonebrook Parkway,75034,33.142395085185186,-96.88952167777776,+1 972-987-8764,https://www.walmart.com/store/2463-frisco-tx,Mo-Su 06:00-01:00,way,1095681434
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Frisco,8555 Preston Road,75034,33.14707604651162,-96.80764513953488,+1 469-237-3768,https://www.walmart.com/store/5866-frisco-tx,24/7,way,236742849
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,McKinney,5001 McKinney Ranch Parkway,75070,33.15619146666666,-96.68213455416668,+1 972-529-5046,https://www.walmart.com/store/5211-mckinney-tx,24/7,way,312168180
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Denton,3930 Teasley Lane,76210,33.159879714285715,-97.10769738571427,+1 940-783-4152,https://www.walmart.com/store/4104/denton-tx,Mo-Su 06:00-24:00,way,694848149
Walmart Tire & Lube,Walmart Supercenter; Walmart Tire & Lube; Walmart Garden Center,General Store; Supercenter,3,,,,,,33.1789466,-96.8832388,+1-469-362-6317,,,node,4753534557
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Denton,1515 South Loop 288,76205,33.191335233333334,-97.09368697272728,+1 940-484-1717,https://www.walmart.com/store/467-denton-tx,24/7,way,120314540
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,McKinney,3400 Virginia Parkway,75071,33.19757144285714,-96.66450195000002,+1 214-250-5004,https://www.walmart.com/store/6966-mckinney-tx,Mo-Su 06:00-24:00,way,1117195473
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,McKinney,1721 North Custer Road,75071,33.2166270952381,-96.73546629999998,+1 972-548-7270,https://www.walmart.com/store/5311-mckinney-tx,24/7,way,674961691
Walmart Supercenter,Walmart Supercenter; Walmart,General Store; Supercenter,2,Walmart,TX,Prosper,500 Richland Boulevard,75078,33.21981468888888,-96.79703746666668,+1 972-347-9467,https://www.walmart.com/store/6300-prosper-tx,06:00-23:00,way,550451223
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,McKinney,2041 North Redbud Boulevard,75069,33.22185435,-96.62945221666668,+1 972-542-9585,https://www.walmart.com/store/206-mckinney-tx,24/7,way,549601433
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Crossroads,11700 US Highway 380,76227,33.227872644,-96.983834688,+1 940-488-7008,https://www.walmart.com/store/5707-cross-roads-tx,24/7,way,1132011237
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Decatur,800 South Highway 287,76234,33.22862215555556,-97.59715690740738,+1 940-627-5546,https://www.walmart.com/store/421-decatur-tx,24/7,way,470786912
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Denton,2750 West University Drive,76201,33.233050811764706,-97.16821112941176,+1 940-735-3119,https://www.walmart.com/store/4627-denton-tx,24/7,way,196483558
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,NM,Ruidoso Downs,26180 US Highway 70,88346,33.3243416625,-105.61418755416668,+1 575-378-8050,https://www.walmart.com/store/851-ruidoso-downs-nm,06:00-23:00,way,61942645
Walmart,Walmart,General Store,1,,TX,Anna,521 South Central Expressway,75409,33.34624892,-96.58232738,,,,way,907356904
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Anna,521 South Central Expressway,75409,33.34833810000001,-96.58220145238094,+1 972-924-3331,https://www.walmart.com/store/6963-anna-tx,24/7,way,498990970
Walmart Tire & Lube Express,Walmart Tire & Lube Express; Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,3,,,,,,33.4491773,-104.5270157,,,,node,3706083421
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lubbock,11415 Quaker Avenue,79423,33.489163914285704,-101.90203979714286,+1 806-392-9615,https://www.walmart.com/store/6898-lubbock-tx,24/7,way,459748590
Walmart,Walmart,General Store,1,,TX,Lubbock,11405 Quaker Avenue,79423,33.4901493,-101.9043387,,,,way,447804882
Walmart Neighborhood Market,Walmart Neighborhood Market; Walmart Convenience Store,General Store; Neighborhood Market,2,Walmart,TX,Lubbock,9809 University Avenue,79423,33.504349392307695,-101.86895291538464,+1 806-401-0423,https://www.walmart.com/store/5702/lubbock-tx,Mo-Su 06:00-24:00,way,460126020
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lubbock,6315 82nd Street,79424,33.51639351600001,-101.95541979199996,+1 806-698-6394,https://www.walmart.com/store/4299-lubbock-tx,24/7,way,401290589
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lubbock,4215 South Loop 289,79423,33.527785879166665,-101.90414453749996,+1 806-793-2091,https://www.walmart.com/store/861-lubbock-tx,24/7,way,403664447
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Bowie,1341 East US Highway 287 North,76230,33.54053725714285,-97.83758321428571,+1 940-872-1166,https://www.walmart.com/store/271-bowie-tx,Mo-Su 06:00-24:00,way,299668108
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lubbock,702 West Loop 289,79416,33.589222703333334,-101.93777143333332,+1 806-793-9686,https://www.walmart.com/store/945-lubbock-tx,24/7,way,445406021
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Lubbock,1911 Marsha Sharp Freeway,79415,33.59060276896551,-101.8587626,+1 806-747-3454,https://www.walmart.com/store/3826-lubbock-tx,Mo-Su 06:00-24:00,way,442972069
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Levelland,407 East State Highway 114,79336,33.59607846428571,-102.36160407857142,+1 806-894-2993,https://www.walmart.com/store/1051-levelland-tx,24/7,way,666396211
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Gainesville,1800 Lawrence Street,76240,33.64570848,-97.135670432,+1 940-668-6898,https://www.walmart.com/store/185-gainesville-tx,24/7,way,228018552
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Sherman,2210 North Heritage Parkway,75092,33.655715538461536,-96.6440998923077,+1 903-209-4908,https://www.walmart.com/store/3521-sherman-tx,06:00-23:00,way,764468252
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Sherman,401 East Highway 82,75092,33.67371332380952,-96.61206084285716,+1 903-813-4825,https://www.walmart.com/store/947-sherman-tx,Mo-Su 06:00-22:00,way,47973083
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Denison,401 North Highway 75,75020,33.75924260476192,-96.58779294285712,+1 903-465-9744,https://www.walmart.com/store/147-denison-tx,24/7,way,171969943
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Wichita Falls,5131 Greenbriar Road,76302,33.8507756275862,-98.50156404137932,+1 940-397-9650,https://www.walmart.com/store/414-wichita-falls-tx,06:00-23:00,way,709186265
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Wichita Falls,3130 Lawrence Road,76308,33.87605446363636,-98.54223080909088,+1 940-696-3393,https://www.walmart.com/store/1148-wichita-falls-tx,24/7,way,597316215
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Wichita Falls,2700 Central Freeway,76306,33.95131091481482,-98.52905707407407,+1 940-851-0629,https://www.walmart.com/store/420-wichita-falls-tx,06:00-23:00,way,709099804
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Madill,1100 South 1st Street,73446,34.06997163333333,-96.76565247777778,+1 580-795-7383,https://www.walmart.com/store/1295-madill-ok,Mo-Su 06:00-01:00,way,1286124005
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,TX,Vernon,3800 US Highway 287 West,76384,34.1629334,-99.310344,+1-940-552-8029,https://www.walmart.com/store/3229-vernon-tx,,node,9180824046
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Ardmore,1715 North Commerce Street,73401,34.19312701904762,-97.14514677142856,+1 580-226-1257,https://www.walmart.com/store/129-ardmore-ok,24/7,way,593416667
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Plainview,1501 North Interstate 27,79072,34.19605046666666,-101.75294598181816,+1 806-293-4278,https://www.walmart.com/store/927-plainview-tx,24/7,way,464986733
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,NM,Portales,1604 East Spruce Street,88130,34.19820309999999,-103.31896016,+1 575-359-3420,https://www.walmart.com/store/2653-portales-nm,24/7,way,532064925
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Childress,2801 Avenue F Northwest,79201,34.43501416666667,-100.23434504444444,+1 940-937-6166,https://www.walmart.com/store/900-childress-tx,Mo-Su 06:00-24:00,way,406468544
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,NM,Clovis,3728 North Prince Street,88101,34.43779216,-103.20060038,+1 575-769-2261,https://www.walmart.com/store/821-clovis-nm,Mo-Su 06:00-24:00,way,656063942
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Sulphur,2705 West Broadway Avenue,73086,34.50392729,-97.00426408,+1 580-622-6146,https://www.walmart.com/store/225-sulphur-ok,Mo-Su 06:00-01:00,way,232664539
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,OK,Duncan,1845 North Highway 81,73533,34.52800989473684,-97.97019171578948,+1 580-255-5455,https://www.walmart.com/store/1116-duncan-ok,24/7,way,746756408
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,OK,Lawton,3745 Southwest Lee Boulevard,73505,34.595819,-98.438776,+1 580-713-7702,https://www.walmart.com/store/2984/lawton-ok,Mo-Su 06:00-24:00,node,5315598954
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Lawton,1002 Northwest Sheridan Road,73505,34.61898073142858,-98.42433044285715,+1 580-355-9070,https://www.walmart.com/store/269-lawton-ok,24/7,way,875166796
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,OK,Lawton,6301 Northwest Quanhah Parker Trail Way,73505,34.6316937,-98.47188,+1-580-510-9130,https://www.walmart.com/store/5071-lawton-ok,24/7,node,9495843810
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Altus,2500 North Main Street,73521,34.664235,-99.331291,+1 580-482-8189,https://www.walmart.com/store/479-altus-ok,24/7,node,5315597944
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Pauls Valley,2008 West Grant Avenue,73075,34.736602,-97.248862,+1 405-238-7353,https://www.walmart.com/store/1043-pauls-valley-ok,Mo-Su 06:00-01:00,node,5315602300
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Ada,1419 North Country Club Road,74820,34.789127,-96.65614,+1 580-332-2232,https://www.walmart.com/store/231-ada-ok,24/7,node,5315599559
Walmart,Walmart,General Store,1,Walmart,OK,Lindsay,401 Linwood Plaza,73052,34.83515317777778,-97.59751154444446,+1 405-756-9535,https://www.walmart.com/store/893-lindsay-ok,06:00-20:00,way,1076914168
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Hereford,300 West 15th Street,79045,34.83959666896553,-102.40736635862066,+1 806-364-5712,https://www.walmart.com/store/3384-hereford-tx,24/7,way,563861998
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Purcell,2015 South Green Avenue,73080,34.9875394,-97.3702158,+1 405-527-5621,https://www.walmart.com/store/139-purcell-ok,Mo-Su 06:00-01:00,node,4664798249
Walmart Supercenter,Walmart Supercenter; Walmart Garden Center,General Store; Supercenter,2,Walmart,TX,Canyon,1701 North 23rd Street,79015,34.998238579310346,-101.92254057586204,+1 806-655-1175,https://www.walmart.com/store/793-canyon-tx,24/7,way,697659693
Walmart,Walmart,General Store,1,Walmart,OK,Hobart,923 West 11th Street,73651,35.017074,-99.10422,+1 580-726-5693,https://www.walmart.com/store/607-hobart-ok,Mo-Sa 07:00-21:00;Su 09:00-21:00,node,5315596626
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Chickasha,2001 South 1st Street,73018,35.031027,-97.931081,+1 405-224-1867,https://www.walmart.com/store/113-chickasha-ok,24/7,node,5315602257
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Anadarko,1201 West Petree Road,73005,35.06018018,-98.26252646,+1 405-247-2535,https://www.walmart.com/store/162-anadarko-ok,Mo-Su 07:00-23:00,way,484376996
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,NM,Edgewood,66 NM-344,87015-6849,35.0710729257143,-106.18825535714284,+1-505-286-3043,https://www.walmart.com/store/4201-edgewood-nm,Mo-Su 06:00-23:00,way,710392657
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Amarillo,7251 Arden Road,79109,35.13076848461539,-101.91899130769232,+1 806-513-6238,https://www.walmart.com/store/7349/amarillo-tx,Mo-Su 06:00-24:00,way,660578870
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Amarillo,2711 Southwest 58th Street,79110,35.14824581538461,-101.86704212307691,+1 806-513-6506,https://www.walmart.com/store/4464/amarillo-tx,Mo-Su 06:00-24:00,way,660600125
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Amarillo,4610 South Coulter Street,79119,35.15987139999999,-101.9234343526316,+1 806-354-9300,https://www.walmart.com/store/755-amarillo-tx,24/7,way,222720113
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Amarillo,4215 Canyon Drive,79110,35.17016999230769,-101.8630149346154,+1 806-352-6360,https://www.walmart.com/store/3383-amarillo-tx,Mo-Su 06:00-24:00,way,368058496
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,OK,Norman,3651 Classen Boulevard,73071,35.1733746,-97.4089046,+1-405-515-7024,https://www.walmart.com/store/7294-norman-ok,,node,9181559484
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,TX,Amarillo,2035 Southeast 34th Avenue,79118,35.179792588888894,-101.81552932222225,+1 806-513-6390,https://www.walmart.com/store/7362-amarillo-tx,06:00-23:00,way,770949496
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,TX,Amarillo,3700 East Interstate Drive,79103,35.18972519999999,-101.79365175714284,+1 806-342-3030,https://www.walmart.com/store/822-amarillo-tx,06:00-23:00,way,229337581
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,OK,Norman,2551 Classen Boulevard,73071,35.193447,-97.4223494,+1 405-515-7418,https://www.walmart.com/store/7308/norman-ok,Mo-Su 06:00-23:00,node,3411423181
Walmart Bakery,Walmart Bakery; Walmart Supercenter,General Store; Supercenter,2,,,,,,35.211694,-101.9073747,,,,node,4273091528
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Norman,333 North Interstate Drive,73069,35.221796355172415,-97.48136508620688,+1 405-329-4000,https://www.walmart.com/store/212-norman-ok,Mo-Su 06:00-23:00,way,223299817
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Norman,601 12th Avenue Northeast,73071,35.22664946451613,-97.42047773870968,+1 405-579-5203,https://www.walmart.com/store/2734-norman-ok,Mo-Su 06:00-23:00,way,323586831
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Seminole,1500 East Wrangler Boulevard,74868,35.24828095714287,-96.6544907642857,+1 405-382-5290,https://www.walmart.com/store/123-seminole-ok,24/7,way,1313119740
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,OK,Norman,3571 West Rock Creek Road,73069,35.248513499999994,-97.49326964444444,+1 405-515-7283,https://www.walmart.com/store/5805-norman-ok,Mo-Su 06:00-23:00,way,380674601
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Newcastle,3300 Tri City Drive,73065,35.29369185925926,-97.60676977407404,+1 405-387-3400,https://www.walmart.com/store/1056-newcastle-ok,24/7,way,406483005
Walmart Garden Center,Walmart Garden Center; Walmart Supercenter,General Store; Supercenter,2,Walmart,OK,Moore,501 Southwest 19th Street,73160,35.3221426,-97.4921167,+1-405-790-0021,https://www.walmart.com/store/277-moore-ok,24/7,node,9434088962
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,OK,Oklahoma City,13503 South Santa Fe Avenue,73170,35.332783,-97.51295,+1 405-300-6419,https://www.walmart.com/store/5323-oklahoma-city-ok,Mo-Su 06:00-24:00,node,5315597619
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,OK,Oklahoma City,2900 Southwest 134th Street,73170,35.3329,-97.5663,+1 405-300-6446,https://www.walmart.com/store/3327-oklahoma-city-ok,Mo-Su 06:00-24:00,node,5315598846
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,OK,Moore,640 Southeast 4th Street,73160,35.3331,-97.478135,+1 405-794-2724,https://www.walmart.com/store/2393-moore-ok,Mo-Su 06:00-24:00,node,5315599535
Walmart Neighborhood Market,Walmart Neighborhood Market,Neighborhood Market,1,Walmart,OK,Oklahoma City,911 Southwest 104th Street,73139,35.36423773333333,-97.5313148,+1 405-692-3860,https://www.walmart.com/store/2878-oklahoma-city-ok,06:00-23:00,way,947012653
Walmart Supercenter,Walmart Supercenter,Supercenter,1,Walmart,OK,Oklahoma City,3301 Southwest 104th Street,73159,35.3654179137931,-97.5768193137931,+1 405-300-6584,https://www.walmart.com/store/7326/oklahoma-city-ok,24/7,way,589101965
