name,brand,state,city,address,postcode,lat,lon,phone,website,opening_hours,type,id
Walmart Neighborhood Market,Walmart,CO,Northglenn,10755 Washington Street,80233,39.891690526666665,-104.97918718666665,+1 303-200-1490,https://www.walmart.com/store/4747-northglenn-co,Mo-Su 06:00-24:00,way,345336082
Walmart Supercenter,Walmart,TX,El Paso,9441 Alameda Avenue,79907,31.68287082380953,-106.31165381190476,+1 915-860-7171,https://www.walmart.com/store/964-el-paso-tx,24/7,way,346316964
Walmart Neighborhood Market,Walmart,CO,Aurora,15240 East Iliff Avenue,80014,39.67342538,-104.81132273333331,+1 303-481-3904,https://www.walmart.com/store/4196-aurora-co,Mo-Su 06:00-23:00,way,350214845
Walmart Supercenter,Walmart,TX,Helotes,12550 Leslie Road,78023,29.559277372413785,-98.6784667,+1-210-507-4979,https://www.walmart.com/store/3057-helotes-tx,24/7,way,355379112
Walmart Supercenter,Walmart,TX,San Antonio,12639 Blanco Road,78231,29.555807691304352,-98.51854060869567,+1 210-591-6282,https://www.walmart.com/store/4162-san-antonio-tx,Mo-Su 06:00-24:00,way,355687651
Walmart Garden Center,Walmart,CO,Lakewood,7455 West Colfax Avenue,80214,39.742259985714284,-105.08034348571428,+1 303-274-5211,,,way,357569596
Walmart Supercenter,Walmart,CO,Lakewood,7455 West Colfax Avenue,80214,39.742618841666676,-105.07964887083335,+1 303-274-5211,https://www.walmart.com/store/2125-lakewood-co,Mo-Su 06:00-24:00,way,357569613
Walmart Supercenter,Walmart,TX,San Antonio,4331 Thousand Oaks Drive,78217,29.553519352000002,-98.407072204,+1 210-591-4977,https://www.walmart.com/store/1803-san-antonio-tx,Mo-Su 06:00-24:00,way,359509999
Walmart Supercenter,Walmart,TX,Converse,8135 Farm-to-Market Road 78,78109,29.49760175555556,-98.32493406296298,+1 210-666-6066,https://www.walmart.com/store/5144-converse-tx,24/7,way,359697001
Walmart Supercenter,Walmart,TX,San Antonio,16503 Nacogdoches Road,78247,29.591614784848485,-98.35567397878789,+1 210-646-6077,https://www.walmart.com/store/765-san-antonio-tx,24/7,way,359906485
Walmart Neighborhood Market,Walmart,TX,San Antonio,9526 Military Drive West,78251,29.459720933333326,-98.67108842222223,+1 210-536-2088,https://www.walmart.com/store/5226-san-antonio-tx,Mo-Su 06:00-23:00,way,359929898
Walmart Neighborhood Market,Walmart,TX,San Antonio,9006 Guilbeau Road,78250,29.51809722222222,-98.66090577777777,+1 210-536-3160,https://www.walmart.com/store/2835-san-antonio-tx,Mo-Su 06:00-24:00,way,359929899
Walmart Neighborhood Market,Walmart,TX,San Antonio,1515 South Ellison Drive,78245,29.416880344444444,-98.67970600000001,+1 210-276-2012,https://www.walmart.com/store/5290-san-antonio-tx,07:00-23:00,way,359929901
Walmart Supercenter,Walmart,TX,San Antonio,2100 Southeast Loop 410,78220,29.399985842105263,-98.38628748947369,+1 210-648-7194,https://www.walmart.com/store/3279-san-antonio-tx,Mo-Su 06:00-01:00,way,359929902
Walmart Supercenter,Walmart,TX,San Antonio,1200 Southeast Military Drive,78214,29.352845914814814,-98.48019500000001,+1 210-921-0800,https://www.walmart.com/store/1313-san-antonio-tx,Mo-Su 06:00-24:00,way,359929903
Walmart Supercenter,Walmart,TX,San Antonio,1515 North Loop 1604 East,78232,29.612410692592594,-98.47030327407408,+1 210-491-0291,https://www.walmart.com/store/1198-san-antonio-tx,24/7,way,359929904
Walmart Supercenter,Walmart,TX,San Antonio,7239 Southwest Loop 410,78242,29.358731388235288,-98.63462467058824,+1 210-247-5905,https://www.walmart.com/store/999/san-antonio-tx,Mo-Su 06:00-24:00,way,359929905
Walmart Supercenter,Walmart,TX,San Antonio,9427 Culebra Road,78251,29.487421862962965,-98.66795144444444,+1 210-526-6000,https://www.walmart.com/store/4131-san-antonio-tx,24/7,way,359929906
Walmart Supercenter,Walmart,TX,San Antonio,8538 Interstate 35 South,78211,29.33855234482759,-98.55470069310346,+1 210-810-3199,https://www.walmart.com/store/3106-san-antonio-tx,Mo-Su 06:00-24:00,way,359929907
Walmart Supercenter,Walmart,TX,Boerne,1381 South Main Street,78006,29.778555951724137,-98.7243823862069,+1 830-249-6195,https://www.walmart.com/store/1126-boerne-tx,24/7,way,360827464
Walmart Supercenter,Walmart,TX,Lake Worth,6360 Lake Worth Boulevard,76135,32.81230191379311,-97.4261288862069,+1 817-237-0400,https://www.walmart.com/store/972-lake-worth-tx,24/7,way,361085765
Walmart Supercenter,Walmart,TX,Weatherford,1836 South Main Street,76086,32.73179672413793,-97.7947612724138,+1 817-594-9193,https://www.walmart.com/store/963-weatherford-tx,24/7,way,363608378
Walmart Supercenter,Walmart,CO,Aurora,5650 South Chambers Road,80015,39.61373786415094,-104.81165657547169,+1 303-690-6322,https://www.walmart.com/store/1689-aurora-co,Mo-Su 06:00-24:00,way,365353326
Walmart Neighborhood Market,Walmart,CO,Centennial,16746 East Smoky Hill Road,80015,39.62527818387096,-104.79396830000002,+1 303-305-1110,https://www.walmart.com/store/3126-centennial-co,Mo-Su 06:00-24:00,way,365793223
Walmart Supercenter,Walmart,TX,New Braunfels,1209 Interstate 35 South,78130,29.683892292592585,-98.12794841481484,+1 830-629-0129,https://www.walmart.com/store/865-new-braunfels-tx,24/7,way,368009228
Walmart Supercenter,Walmart,TX,Amarillo,4215 Canyon Drive,79110,35.17016999230769,-101.86301493461539,+1 806-352-6360,https://www.walmart.com/store/3383-amarillo-tx,Mo-Su 06:00-24:00,way,368058496
Walmart Supercenter,Walmart,TX,San Antonio,918 Bandera Road,78228,29.45857739333333,-98.55337888000001,+1 210-536-0576,https://www.walmart.com/store/3058-san-antonio-tx,Mo-Su 06:00-24:00,way,370379202
Walmart Supercenter,Walmart,TX,Allen,730 West Exchange Parkway,75013,33.119624860975605,-96.67239374634146,+1 972-649-0356,https://www.walmart.com/store/2918-allen-tx,24/7,way,372840367
Walmart Supercenter,Walmart,OK,Edmond,1225 West I-35 Frontage,73034,35.63997037826086,-97.42911772173915,+1 405-348-8005,https://www.walmart.com/store/389-edmond-ok,24/7,way,373257039
Walmart Supercenter,Walmart,TX,Dallas,15220 Montfort Road,75248,32.95869314358974,-96.81641242051282,+1 972-233-0438,https://www.walmart.com/store/3406-dallas-tx,24/7,way,375758273
Walmart Supercenter,Walmart,TX,Mineral Wells,601 FM 1821 North,76067,32.81385931538462,-98.08599949230766,+1 940-325-7808,https://www.walmart.com/store/804-mineral-wells-tx,06:00-23:00,way,375932926
Walmart Garden Center,Walmart,,,,,30.599306314285716,-97.41843257142857,,,,way,376169742
Walmart Supercenter,Walmart,CO,Monument,16218 Jackson Creek Parkway,80132,39.067055811764696,-104.85361699999997,+1 719-484-0912,https://www.walmart.com/store/3227-monument-co,24/7,way,377541306
Walmart Supercenter,Walmart,CO,Greeley,3103 South 23rd Avenue,80631,40.38633155757577,-104.71887852121213,+1 970-330-1452,https://www.walmart.com/store/980-greeley-co,Mo-Su 06:00-24:00,way,379461870
Walmart Supercenter,Walmart,TX,Pflugerville,1548 FM 685,78660,30.453665635999997,-97.606813112,+1 512-252-0112,https://www.walmart.com/store/5479-pflugerville-tx,24/7,way,380297708
Walmart Neighborhood Market,Walmart,OK,Norman,3571 West Rock Creek Road,73069,35.248513499999994,-97.49326964444445,+1 405-515-7283,https://www.walmart.com/store/5805-norman-ok,Mo-Su 06:00-23:00,way,380674601
Walmart Supercenter,Walmart,TX,Austin,2525 West Anderson Lane,78757,30.355792294117652,-97.73503510588235,+1 512-354-3702,https://www.walmart.com/store/4554-austin-tx,Mo-Su 05:00-01:00,way,381786872
Walmart Neighborhood Market,Walmart,CO,Thornton,850 East 88th Avenue,80229,39.85499759230769,-104.9752190923077,+1 303-287-4404,https://www.walmart.com/store/3019-thornton-co,Mo-Su 06:00-24:00,way,382619510
Walmart Supercenter,Walmart,TX,Austin,1030 Norwood Park Boulevard,78753,30.339199602777782,-97.68982256111109,+1 512-339-6060,https://www.walmart.com/store/1185-austin-tx,Mo-Su 06:00-23:00,way,384396405
Walmart Supercenter,Walmart,CO,Canon City,3105 Royal Gorge Boulevard,81212,38.448609196875005,-105.19169389062499,+1 719-275-2375,https://www.walmart.com/store/1019-canon-city-co,24/7,way,389118118
Walmart Neighborhood Market,Walmart,TX,Allen,1520 East Exchange Parkway,75002,33.11390371,-96.62970517000001,+1 214-547-8579,https://www.walmart.com/store/3574-allen-tx,Mo-Su 06:00-24:00,way,393943046
Walmart Supercenter,Walmart,OK,Elk City,210 Regional Drive,73644,35.40915611904762,-99.37662957142857,+1 580-225-3003,https://www.walmart.com/store/134-elk-city-ok,24/7,way,396821010
Walmart,Walmart,,,,,31.63359233333333,-106.39362848333333,,,,way,398267210
Walmart Neighborhood Market,Walmart,NM,Alamogordo,2401 Indian Wells Road,88310,32.91644347692307,-105.93083804615382,+1 575-812-7045,https://www.walmart.com/store/5726/alamogordo-nm,Mo-Su 06:00-24:00,way,400944132
Walmart Supercenter,Walmart,TX,Lubbock,6315 82nd Street,79424,33.51639351600001,-101.95541979199997,+1 806-698-6394,https://www.walmart.com/store/4299-lubbock-tx,24/7,way,401290589
Walmart Supercenter,Walmart,NE,McCook,1902 West B Street,69001,40.19885955416667,-100.65230707916668,+1 308-345-1800,https://www.walmart.com/store/790-mccook-ne,24/7,way,403406067
Walmart Supercenter,Walmart,TX,Lubbock,4215 South Loop 289,79423,33.527785879166665,-101.90414453749997,+1 806-793-2091,https://www.walmart.com/store/861-lubbock-tx,24/7,way,403664447
Walmart Supercenter,Walmart,TX,Childress,2801 Avenue F Northwest,79201,34.43501416666667,-100.23434504444444,+1 940-937-6166,https://www.walmart.com/store/900-childress-tx,Mo-Su 06:00-24:00,way,406468544
Walmart Supercenter,Walmart,OK,Newcastle,3300 Tri City Drive,73065,35.29369185925926,-97.60676977407405,+1 405-387-3400,https://www.walmart.com/store/1056-newcastle-ok,24/7,way,406483005
Walmart Supercenter,Walmart,TX,San Antonio,24403 Interstate 10 West,78257,29.668663873333337,-98.63548727333334,+1 210-507-0041,https://www.walmart.com/store/3107-san-antonio-tx,Mo-Su 06:00-24:00,way,408608861
Walmart Sam's Club Center,,,,,,31.895375227272726,-102.3336392090909,,,,way,416722583
Walmart Supercenter,Walmart,TX,Lewisville,4691 State Highway 121,75056,33.06718677777778,-96.89189278333335,+1 972-625-6000,https://www.walmart.com/store/426-colony-tx,Mo-Su 06:00-23:00,way,422101357
Walmart Neighborhood Market,Walmart,CO,Colorado Springs,1725 North Union Boulevard,80909,38.85767233125001,-104.79289045000002,+1 719-424-3385,https://www.walmart.com/store/3176-colorado-springs-co,Mo-Su 05:00-24:00,way,422879974
Walmart Supercenter,Walmart,TX,Dallas,18121 Marsh Lane,75287,32.99529961515152,-96.85820554848488,+1 972-307-6978,https://www.walmart.com/store/2996-dallas-tx,Mo-Su 06:00-23:00,way,423658318
Walmart Neighborhood Market,Walmart,TX,Carrollton,4025 Old Denton Road,75007,33.01799727058824,-96.91605942352942,+1 469-557-7714,https://www.walmart.com/store/3198-carrollton-tx,Mo-Su 06:00-24:00,way,423752488
Walmart Supercenter,Walmart,TX,Carrollton,1213 East Trinity Mills Road,75006,32.98599765384614,-96.90605481538462,+1 972-466-2228,https://www.walmart.com/store/1216-carrollton-tx,24/7,way,423752549
Walmart Supercenter,Walmart,NM,Santa Fe,5701 Herrera Drive,87507,35.619490705555556,-106.03193131111117,+1 505-424-9304,https://www.walmart.com/store/3423-santa-fe-nm,24/7,way,426290022
Walmart Supercenter,Walmart,TX,Amarillo,5730 West Amarillo Boulevard,79106,35.21256201290322,-101.90764593548386,+1 806-354-9454,https://www.walmart.com/store/5216-amarillo-tx,Mo-Su 06:00-24:00,way,428170843
Walmart Supercenter,Walmart,TX,Mansfield,930 North Walnut Creek Drive,76063,32.57630647999999,-97.12989728400002,+1 817-473-1189,https://www.walmart.com/store/284-mansfield-tx,24/7,way,433297410
Walmart Supercenter,Walmart,OK,Oklahoma City,6100 West Reno Avenue,73127,35.463192400000004,-97.62202435200001,+1 405-491-0320,https://www.walmart.com/store/564-oklahoma-city-ok,Mo-Su 06:00-24:00,way,435211448
Walmart Supercenter,Walmart,TX,Hillsboro,401 Coke Street,76645,32.004150042857134,-97.09986081904762,+1 254-582-2523,https://www.walmart.com/store/211-hillsboro-tx,24/7,way,439648750
Walmart Supercenter,Walmart,TX,Lubbock,1911 Marsha Sharp Freeway,79415,33.59060276896551,-101.8587626,+1 806-747-3454,https://www.walmart.com/store/3826-lubbock-tx,Mo-Su 06:00-24:00,way,442972069
Walmart Supercenter,Walmart,CO,Aurora,3301 Tower Road,80011,39.76165171578947,-104.77440797192982,+1 720-374-0278,https://www.walmart.com/store/5334-aurora-co,Mo-Su 06:00-24:00,way,443375873
Walmart Supercenter,Walmart,TX,Lubbock,702 West Loop 289,79416,33.589222703333334,-101.93777143333332,+1 806-793-9686,https://www.walmart.com/store/945-lubbock-tx,24/7,way,445406021
Walmart,,TX,Lubbock,11405 Quaker Avenue,79423,33.4901493,-101.9043387,,,,way,447804882
Walmart Supercenter,Walmart,CO,Fort Collins,4625 South Mason Street,80525,40.5214681631579,-105.07949331578949,+1 970-372-3477,https://www.walmart.com/store/3177-fort-collins-co,Mo-Su 06:00-01:00,way,448903685
Walmart Supercenter,Walmart,TX,Dallas,15757 Coit Road,75248,32.96335005294117,-96.77031025882353,+1 972-235-0681,https://www.walmart.com/store/8930-dallas-tx,Mo-Su 06:00-01:00,way,457256507
Walmart Supercenter,Walmart,TX,Kyle,5754 Kyle Parkway,78640,30.010192817647052,-97.85958169411764,+1 512-268-1451,https://www.walmart.com/store/4130-kyle-tx,24/7,way,457968084
Walmart Supercenter,Walmart,OK,Mustang,951 East State Highway 152,73064,35.393685049999995,-97.7054268,+1 405-376-4549,https://www.walmart.com/store/517-mustang-ok,24/7,way,459001829
Walmart Supercenter,Walmart,TX,Lubbock,11415 Quaker Avenue,79423,33.489163914285704,-101.90203979714286,+1 806-392-9615,https://www.walmart.com/store/6898-lubbock-tx,24/7,way,459748590
Walmart Neighborhood Market,Walmart,TX,Lubbock,9809 University Avenue,79423,33.504349392307695,-101.86895291538463,+1 806-401-0423,https://www.walmart.com/store/5702/lubbock-tx,Mo-Su 06:00-24:00,way,460126020
Walmart Supercenter,Walmart,NM,Artesia,604 North 26th Street,88210,32.84790268275862,-104.42686726206895,+1 575-746-2184,https://www.walmart.com/store/3427-artesia-nm,24/7,way,461586973
Walmart Supercenter,Walmart,OK,Moore,501 Southwest 19th Street,73160,35.32229887435897,-97.4928188102564,+1 405-790-0021,https://www.walmart.com/store/277-moore-ok,06:00-23:00,way,463199582
Walmart Supercenter,Walmart,NE,Chadron,510 Linden Street,69337,42.82722423333334,-103.0221191,+1 308-432-6999,https://www.walmart.com/store/2579-chadron-ne,24/7,way,463923384
Walmart Supercenter,Walmart,TX,Plainview,1501 North Interstate 27,79072,34.19605046666666,-101.75294598181817,+1 806-293-4278,https://www.walmart.com/store/927-plainview-tx,24/7,way,464986733
Walmart Supercenter,Walmart,TX,Dallas,7401 Samuell Boulevard,75228,32.793891999999985,-96.68964888461541,+1 214-319-2616,https://www.walmart.com/store/2667-dallas-tx,Mo-Su 06:00-24:00,way,465693219
Walmart Supercenter,Walmart,CO,Pueblo West,78 North McCulloch Boulevard,81007,38.336375753125004,-104.74013610937499,+1 719-647-9861,https://www.walmart.com/store/3382-pueblo-west-co,24/7,way,466464064
Walmart Supercenter,Walmart,TX,Dallas,4122 Lyndon B Johnson Freeway,75244,32.92203546190477,-96.84041925714286,+1 972-980-2195,https://www.walmart.com/store/2105-dallas-tx,24/7,way,467536601
Walmart Supercenter,Walmart,KS,Goddard,18631 West Kellogg Drive,67052,37.660764484615385,-97.55467198846151,+1 316-347-2092,https://www.walmart.com/store/3103-goddard-ks,24/7,way,468566771
Walmart Supercenter,Walmart,TX,Fort Worth,9500 Clifford Street,76108,32.76547208387097,-97.4842156064516,+1 817-367-0042,https://www.walmart.com/store/3773-fort-worth-tx,24/7,way,468745278
Walmart Supercenter,Walmart,NE,Fairbury,2831 Highway 15,68352,40.16294015714285,-97.17548931428573,+1 402-729-3394,https://www.walmart.com/store/418-fairbury-ne,Mo-Su 06:00-24:00,way,468933798
Walmart Supercenter,Walmart,TX,Decatur,800 South Highway 287,76234,33.228622155555556,-97.59715690740738,+1 940-627-5546,https://www.walmart.com/store/421-decatur-tx,24/7,way,470786912
Walmart Garden Center,Walmart,,,,,31.97415294,-102.07063573999999,,,,way,473169859
Walmart Supercenter,Walmart,TX,Dallas,200 Short Boulevard,75232,32.68382063913043,-96.82518195652176,+1 972-232-6400,https://www.walmart.com/store/3014-dallas-tx,Mo-Su 06:00-24:00,way,473412570
Walmart Neighborhood Market,Walmart,OK,Stillwater,2315 North Perkins Road,74075,36.14571389090909,-97.0494134090909,+1 405-564-7116,https://www.walmart.com/store/5364-stillwater-ok,Mo-Su 06:00-24:00,way,473910964
Walmart Supercenter,Walmart,TX,Dallas,9410 Webb Chapel Road,75220,32.86218606538461,-96.85706214999999,+1 972-629-0007,https://www.walmart.com/store/5889-dallas-tx,Mo-Su 06:00-24:00,way,475706099
Walmart Supercenter,Walmart,CO,Falcon,11550 Meridian Market View,80831,38.93924798510638,-104.61284995957446,+1 719-522-2910,https://www.walmart.com/store/4335-falcon-co,24/7,way,477020111
Walmart Supercenter,Walmart,TX,Saginaw,1401 North Saginaw Boulevard,76179,32.882373564000005,-97.38686038,+1 817-306-1468,https://www.walmart.com/store/5316-saginaw-tx,24/7,way,479203822
Walmart Supercenter,Walmart,TX,Eagle Pass,496 South Bibb Avenue,78852,28.701454241379306,-100.48102150344828,+1 830-773-9403,https://www.walmart.com/store/461-eagle-pass-tx,24/7,way,479438571
Walmart Supercenter,Walmart,OK,Lawton,6301 Northwest Quanhah Parker Trail Way,73505,34.63228746410256,-98.47164289230766,+1 580-510-9130,https://www.walmart.com/store/5071-lawton-ok,24/7,way,480687502
Walmart Supercenter,Walmart,OK,Oklahoma City,5401 Tinker Diagonal Street,73115,35.44855352,-97.42590059428574,+1 405-670-1007,https://www.walmart.com/store/544-del-city-ok,24/7,way,480944018
Walmart Supercenter,Walmart,TX,San Angelo,3440 South Bryant Boulevard,76903,31.427170332000006,-100.43855685199998,+1 325-276-6599,https://www.walmart.com/store/7281-san-angelo-tx,24/7,way,481140507
Walmart Supercenter,Walmart,TX,Highland Village,3060 Justin Road,75077,33.076726910937495,-97.07798976093754,+1 972-317-4951,https://www.walmart.com/store/4240-highland-village-tx,24/7,way,481306777
Walmart Supercenter,Walmart,OK,Anadarko,1201 West Petree Road,73005,35.060180179999996,-98.26252646,+1 405-247-2535,https://www.walmart.com/store/162-anadarko-ok,Mo-Su 07:00-23:00,way,484376996
Walmart Supercenter,Walmart,TX,Granbury,735 East US Highway 377,76048,32.432245459090915,-97.7799475590909,+1 817-573-3791,https://www.walmart.com/store/371-granbury-tx,24/7,way,484381587
Walmart Neighborhood Market,Walmart,OK,Midwest City,7520 East Reno Avenue,73110,35.462493333333335,-97.38970594444444,+1 405-455-4070,https://www.walmart.com/store/5863-midwest-city-ok,Mo-Su 06:00-24:00,way,490616882
Walmart Supercenter,Walmart,TX,Roanoke,1228 North US Highway 377,76262,33.01412262068965,-97.21726379310347,+1 682-831-9338,https://www.walmart.com/store/5247-roanoke-tx,24/7,way,492668199
Walmart Supercenter,Walmart,OK,Oklahoma City,9011 Northeast 23rd Street,73141,35.49553142413792,-97.36939100344826,+1 405-769-2164,https://www.walmart.com/store/3430-oklahoma-city-ok,Mo-Su 06:00-24:00,way,494027718
Walmart Supercenter,Walmart,CO,Colorado Springs,4425 Venetucci Boulevard,80906,38.768507633333336,-104.78086298666666,+1 719-313-4378,https://www.walmart.com/store/3018-fountain-co,Mo-Su 06:00-24:00,way,494030334
Walmart Supercenter,Walmart,TX,Sachse,8015 Woodbridge Parkway,75048,32.991618596428566,-96.5743988642857,+1 469-440-0290,https://www.walmart.com/store/5673-sachse-tx,24/7,way,495947118
Walmart Neighborhood Market,Walmart,TX,Fort Worth,7800 Summer Creek Drive,76123,32.62984927857143,-97.40752745714283,+1 682-312-1994,https://www.walmart.com/store/7251-fort-worth-tx,Mo-Su 06:00-24:00,way,496187069
Walmart Neighborhood Market,Walmart,OK,Oklahoma City,1500 Southwest 59th Street,73119,35.40562917142857,-97.54533911428572,+1 405-684-9761,https://www.walmart.com/store/2394-oklahoma-city-ok,24/7,way,497265782
Walmart Supercenter,Walmart,OK,Oklahoma City,100 East Interstate 240 Service Road,73149,35.38916204137931,-97.51115095172416,+1 405 631 0746,https://www.walmart.com/store/743-oklahoma-city-ok,Mo-Su 06:00-23:00,way,497278793
Walmart Supercenter,Walmart,TX,Gonzales,1114 East Sarah Dewitt Drive,78629,29.516514182352946,-97.44903342941177,+1 830-672-7573,https://www.walmart.com/store/290-gonzales-tx,24/7,way,497448156
Walmart Supercenter,Walmart,CO,Lakeside,5957 West 44th Avenue,80212,39.7790786,-105.06108107241378,+1 303-222-4455,https://www.walmart.com/store/5957-lakeside-co,Mo-Su 06:00-24:00,way,497517835
Walmart Supercenter,Walmart,TX,Fort Worth,3851 Airport Freeway,76111,32.77462034333334,-97.292264695,+1 817-759-2047,https://www.walmart.com/store/5312-fort-worth-tx,24/7,way,497759714
Walmart Supercenter,Walmart,TX,Anna,521 South Central Expressway,75409,33.34833810000001,-96.58220145238094,+1 972-924-3331,https://www.walmart.com/store/6963-anna-tx,24/7,way,498990970
Walmart Neighborhood Market,Walmart,TX,El Paso,3590 North Zaragoza Road,79938,31.79576771333333,-106.22983104,+1 915-342-9866,https://www.walmart.com/store/6813-el-paso-tx,Mo-Su 06:00-24:00,way,499332258
Walmart Neighborhood Market,Walmart,TX,Fort Worth,7401 Park Vista Boulevard,76137,32.87497399130436,-97.27073892608693,+1 817-605-0416,https://www.walmart.com/store/2979-fort-worth-tx,Mo-Su 06:00-24:00,way,499380320
Walmart Neighborhood Market,Walmart,TX,Fort Worth,717 West Berry Street,76110,32.704645781818186,-97.33215386363636,+1 817-840-0262,https://www.walmart.com/store/3135-fort-worth-tx,Mo-Su 06:00-24:00,way,499979638
Walmart Neighborhood Market,Walmart,TX,San Antonio,9005 FM 1560,78254,29.525389411111107,-98.71952858888888,+1 210-507-0834,https://www.walmart.com/store/5490-san-antonio-tx,Mo-Su 06:00-24:00,way,502993916
Walmart Supercenter,Walmart,TX,Fort Worth,2900 Renaissance Square,76105,32.710820336842104,-97.2835537105263,+1 817-900-1909,https://www.walmart.com/store/3044-fort-worth-tx,Mo-Su 06:00-24:00,way,503802799
Walmart Supercenter,Walmart,TX,Brady,2207 South Bridge Street,76825,31.109671314285713,-99.3307942142857,+1 325-597-3406,https://www.walmart.com/store/917-brady-tx,24/7,way,503879770
Walmart Supercenter,Walmart,TX,Fort Worth,7451 McCart Avenue,76133,32.636432021052634,-97.36736274473684,+1 817-361-6032,https://www.walmart.com/store/2978-fort-worth-tx,24/7,way,504081820
Walmart Supercenter,Walmart,TX,Fort Worth,2245 Jacksboro Highway,76114,32.782140586956515,-97.38087253478261,+1 817-569-6238,https://www.walmart.com/store/4165-fort-worth-tx,Mo-Su 06:00-24:00,way,505351823
Walmart Neighborhood Market,Walmart,TX,Fort Worth,4536 Heritage Trace Parkway,76244,32.91310214615385,-97.28845304615385,+1 817-898-6071,https://www.walmart.com/store/3043/fort-worth-tx,Mo-Su 06:00-24:00,way,508238876
Walmart Supercenter,Walmart,TX,Haslet,2401 Avondale Haslet Road,76052,32.967645552173906,-97.41154675217395,+1 817-302-1724,https://www.walmart.com/store/5764-fort-worth-tx,24/7,way,510278118
Walmart Supercenter,Walmart,TX,Grand Prairie,2650 South State Highway 161,75052,32.70676597894736,-97.02073021052632,+1 469-805-6332,https://www.walmart.com/store/4503-grand-prairie-tx,Mo-Su 06:00-24:00,way,510807747
Walmart Supercenter,Walmart,KS,Pratt,2003 East 1st Street,67124,37.64413992352941,-98.7137370470588,+1 620-672-7548,https://www.walmart.com/store/419-pratt-ks,24/7,way,512363867
Walmart Supercenter,Walmart,TX,Waxahachie,1200 North US Highway 77,75165,32.41667506086957,-96.83805319130434,+1-972-937-3460,https://www.walmart.com/store/260-waxahachie-tx,Mo-Su 06:00-23:00,way,512466433
Walmart Supercenter,Walmart,CO,Loveland,250 West 65th Street,80538,40.45686987804878,-105.08067240000001,+1 970-667-3331,https://www.walmart.com/store/1008-loveland-co,24/7,way,515897630
Walmart Supercenter,Walmart,TX,Lucas,2662 West Lucas Road,75002,33.088379499999995,-96.618708636,+1 469-675-8801,https://www.walmart.com/store/5672-lucas-tx,24/7,way,517747118
Walmart Neighborhood Market,Walmart,TX,Plano,8040 Independence Parkway,75025,33.08695400526316,-96.74807708947367,+1 972-396-6401,https://www.walmart.com/store/2995-plano-tx,Mo-Su 06:00-24:00,way,518440845
Walmart Supercenter,Walmart,TX,Horizon City,13900 Horizon Boulevard,79928,31.679865044000003,-106.200438796,+1 915-206-6199,https://www.walmart.com/store/3136-horizon-city-tx,24/7,way,518867785
Walmart Supercenter,Walmart,TX,Pleasanton,2151 West Oaklawn Road,78064,28.938081166666667,-98.51238405333332,+1 830-569-3879,https://www.walmart.com/store/757-pleasanton-tx,24/7,way,520124880
Walmart Supercenter,Walmart,NE,Columbus,818 East 23rd Street,68601,41.44109861212121,-97.3170592090909,+1 402-564-1668,https://www.walmart.com/store/774-columbus-ne,24/7,way,520445994
Walmart Supercenter,Walmart,TX,Midland,4517 North Midland Drive,79707,32.02956316666666,-102.14875224166667,+1 432-697-0871,https://www.walmart.com/store/608-midland-tx,24/7,way,521302986
Walmart Garden Center,Walmart,,,,,32.02917848571428,-102.14811152857143,,,,way,521302987
Walmart,Walmart,TX,Cuero,1202 E. Broadway Street,77954,29.08938708571429,-97.2711299857143,+1 361-275-5796,https://www.walmart.com/store/385-cuero-tx,24/7,way,525147382
Walmart Supercenter,Walmart,NM,Portales,1604 East Spruce Street,88130,34.19820309999999,-103.31896015999999,+1 575-359-3420,https://www.walmart.com/store/2653-portales-nm,24/7,way,532064925
Walmart Supercenter,Walmart,NE,Ogallala,201 Pony Express Lane,69153,41.1136658875,-101.71892886250001,+1 308-284-0143,https://www.walmart.com/store/7129/ogallala-ne,24/7,way,536210459
Walmart Supercenter,Walmart,CO,Pueblo,4200 Dillon Drive,81008,38.3139624,-104.60995332727273,+1 719-545-6404,https://www.walmart.com/store/842-pueblo-co,Mo-Su 06:00-24:00,way,536454112
Walmart Supercenter,Walmart,KS,Wellington,2022 East 16th Street,67152,37.273573519230766,-97.37322289615385,+1 620-326-2261,https://www.walmart.com/store/370/wellington-ks/whats-new,24/7,way,537479186
Walmart Supercenter,Walmart,TX,Universal City,510 Kitty Hawk Road,78148,29.54733504482759,-98.30844768965515,+1 210-536-8548,https://www.walmart.com/store/4055-universal-city-tx,Mo-Su 06:00-24:00,way,543127610
Walmart Supercenter,Walmart,TX,Abilene,4350 Southwest Drive,79606,32.41089076896553,-99.78193385172413,+1 325-695-3092,https://www.walmart.com/store/535-abilene-tx,24/7,way,544275263
Walmart Supercenter,Walmart,TX,Crowley,1221 East FM 1187,76036,32.57706746896552,-97.3386815241379,+1 682-233-7834,https://www.walmart.com/store/3631-crowley-tx,24/7,way,544279620
Walmart Supercenter,Walmart,TX,Abilene,1650 Highway 351,79601,32.480751511111116,-99.69774885555556,+1 325-677-5584,https://www.walmart.com/store/536-abilene-tx,06:00-23:00,way,544501829
Walmart Supercenter,Walmart,OK,Norman,3651 Classen Boulevard,73071,35.17378234827586,-97.40868278965519,+1 405-515-7024,https://www.walmart.com/store/7294-norman-ok,Mo-Su 06:00-23:00,way,544579399
